red_mean,green_mean,blue_mean
116.2777,107.5598,92.6104
118.2952,109.535,94.708
122.5512,113.666,98.6022
123.1319,114.4451,99.6557
127.8738,119.4887,105.0974
125.4845,117.4908,102.5671
124.6785,116.5486,101.3225
123.3219,115.4022,101.3312
121.4581,113.5987,99.2841
121.744,113.343,97.8453
121.8755,113.3936,97.2253
117.923,109.1569,92.7953
114.5276,105.8434,89.6008
118.4126,109.2163,91.7933
120.6058,110.9944,93.0054
122.1627,112.0449,93.645
121.6586,111.5571,92.4073
121.744,111.7417,93.2382
122.4033,112.2003,93.5593
125.1139,115.3356,97.4253
122.9129,113.111,95.8621
121.5156,111.555,94.1288
118.0241,108.4212,91.4842
117.7055,108.411,92.007
114.887,106.1492,90.5505
119.6851,110.8322,95.3818
119.0813,110.7128,95.2227
117.8427,109.2882,93.6735
122.8149,114.2355,97.8476
125.3707,116.7325,100.209
123.6333,114.833,98.236
121.5596,112.8801,96.4505
123.1988,114.2728,98.2709
123.8256,114.914,98.4957
122.1962,113.5281,97.3627
116.8999,108.6337,93.1449
116.7405,108.5195,93.3125
117.5609,109.5548,94.1582
112.6365,105.0833,89.8946
114.6147,106.8392,90.5435
124.779,116.0656,97.5031
128.952,119.843,102.5239
130.7876,121.7569,105.9586
142.4066,133.0823,117.8806
142.9175,134.9521,120.8542
123.9824,117.4834,105.5695
84.8028,80.0509,69.9798
91.0271,85.0566,72.6575
135.6943,125.9451,105.9095
142.1966,133.2684,114.9902
128.7,120.4807,105.3312
125.1068,116.9196,101.1273
126.8479,117.9861,101.2742
129.0591,119.6139,102.5835
118.1153,108.93,92.466
111.1095,102.3864,86.749
113.2229,104.1935,87.5242
120.2104,111.113,94.626
127.7181,118.3235,103.2275
124.3958,115.9671,102.4225
118.1821,110.0535,96.6065
112.6458,104.6623,91.7014
105.1562,97.6667,85.4146
96.9736,89.3249,77.2099
102.6064,94.5511,81.9695
115.0248,106.1936,92.0904
120.2634,110.7432,96.0633
117.1809,107.6062,93.2511
113.7043,104.7924,91.4821
110.0554,101.1105,87.9549
108.6075,99.7736,86.8668
108.7456,99.9185,86.8024
108.728,99.8169,86.7687
113.439,104.3538,90.834
115.7216,106.6594,92.8521
115.229,106.216,92.1486
110.0708,101.2508,88.0575
107.304,98.7719,86.1712
108.4312,99.8052,87.239
107.9781,99.3367,86.7277
108.2667,99.5845,87.0208
109.1193,100.3539,87.7029
107.1159,98.9043,87.1261
107.5693,99.1333,87.4393
111.343,102.9795,90.6922
114.9229,106.1406,93.694
117.5133,108.5838,96.2784
113.6379,105.1892,93.6128
111.5439,103.2841,92.2939
113.6078,105.7991,94.6544
109.9736,102.1698,91.5745
108.7877,100.2033,87.7508
109.408,100.8431,88.2592
111.7312,103.0138,89.6902
103.1688,95.2001,82.3774
99.02,91.5244,79.6832
98.3013,91.2975,79.7248
104.5826,97.446,85.7056
109.7827,102.7783,91.4847
112.7678,105.9646,94.3251
113.8407,106.9319,95.1143
117.9333,110.1708,97.4907
118.4322,110.4209,96.9924
116.3475,108.5845,95.3203
112.4995,104.9209,91.4784
115.2882,107.122,92.9726
117.5385,109.2188,94.5781
116.5157,108.1495,93.4906
113.6308,105.475,91.0643
113.3516,105.0315,90.5054
114.3891,106.146,91.7169
114.486,106.0991,91.6978
115.247,106.7547,91.7174
115.542,107.3249,93.1418
114.7673,106.5549,92.3593
114.7813,106.5852,92.341
113.65,105.5005,91.4552
113.0874,104.9597,90.6112
112.7909,104.6124,90.1412
112.8356,104.5521,89.8687
112.1655,103.8302,90.4323
114.4483,105.9418,92.0233
121.1541,112.1924,97.2481
126.2847,117.3091,102.8307
118.0401,109.4602,95.1862
113.3357,104.9802,91.1708
107.4319,99.4506,86.0106
108.1658,100.0138,86.5787
109.6666,101.6941,88.456
109.9089,101.8215,88.3638
108.1326,100.0367,86.5398
110.0172,101.9774,88.6657
106.3757,98.3927,85.5787
107.3607,99.4841,86.2871
106.5983,98.781,85.5864
110.0844,101.9951,88.8732
113.824,105.7204,91.9388
112.5339,104.3326,90.7431
114.623,106.7496,93.6886
116.2637,108.6132,95.6157
112.996,105.5617,93.9027
112.6043,105.3247,94.3658
112.1929,104.8525,94.3339
109.1715,102.2395,91.9562
116.0956,109.0,98.5151
113.1588,106.032,96.0078
111.7991,104.716,94.6681
107.3722,100.3571,90.5432
110.1984,103.344,93.3838
105.2232,98.2253,87.9551
103.7281,96.8747,86.6963
105.6615,98.4736,88.3317
106.4571,99.3945,88.7796
108.839,101.6522,91.0929
110.3523,102.7846,91.8708
136.2609,124.6291,105.3415
126.5467,115.7274,97.0407
122.3455,111.094,90.9135
116.8963,105.5161,85.1089
119.7412,108.7547,90.6466
120.0714,109.7183,93.2231
122.6588,111.875,94.0964
122.6782,111.5492,94.4234
123.4788,112.902,97.3361
116.5542,107.7292,94.6866
84.9747,77.7455,67.3198
96.3173,89.0282,77.9195
124.0374,115.9025,104.6759
138.026,129.9582,119.0348
132.8921,124.1527,111.4229
104.7168,97.3016,86.7206
84.9955,78.9956,69.1107
95.9488,89.135,77.8517
149.1316,140.2837,126.3701
150.4736,141.4235,126.7776
140.0217,131.4702,117.925
108.2341,101.0681,89.9406
110.6455,103.6066,92.6567
134.627,126.6819,114.3385
136.342,127.9793,115.712
111.2852,104.0596,93.1245
129.8599,121.8296,109.5371
151.576,142.3961,127.4759
138.9906,129.5064,113.0314
132.3995,121.9994,103.8683
144.1717,132.8209,111.4692
140.4933,129.056,107.5806
143.0226,131.5675,111.3986
141.8266,131.0342,113.6695
141.8985,131.9156,115.4957
136.6999,126.9864,110.6353
129.4288,119.953,104.1629
118.2497,109.1173,94.1382
118.427,109.2005,94.9318
117.8846,108.8525,94.556
108.315,100.1711,87.4745
107.8826,99.7789,86.9642
117.4442,108.6486,95.4455
118.9753,110.3354,97.3617
122.6474,113.8268,100.3352
123.5024,114.8666,101.1844
120.5933,112.135,98.9163
112.9082,104.789,92.7131
106.785,99.0506,87.5323
104.8932,96.9259,84.8367
116.0049,107.4867,94.6336
121.9649,113.1674,99.8054
125.643,116.5867,102.3878
120.2331,111.7187,98.0386
121.1245,112.7493,99.9601
123.2141,115.1403,102.5096
122.688,114.7242,102.4512
123.8289,114.8911,101.5299
107.3191,99.5052,87.2155
105.9624,97.9215,85.6853
116.9794,107.5195,93.1646
123.6956,113.7945,98.3813
125.0687,115.8617,101.9447
116.419,108.0636,95.1419
109.4761,101.4525,89.3426
108.8451,100.7346,88.7629
110.0042,101.8845,89.8257
109.1678,100.8382,88.9692
102.0866,94.2013,82.9399
106.5935,98.3299,86.534
115.3779,106.9169,94.1223
119.5714,111.0611,97.9091
113.2917,104.8562,92.0787
115.3041,106.7831,93.8056
113.0534,104.6381,92.0005
113.4166,105.2299,92.4947
110.7652,102.5131,90.015
107.1336,98.9639,86.883
110.7999,102.7424,89.971
121.7638,112.9417,99.1589
118.8863,109.9275,96.3327
113.9024,104.9212,92.0116
113.1854,105.0205,92.6565
113.7724,105.3489,92.9468
116.8133,108.5891,95.6582
108.6251,100.7489,88.5704
107.785,99.8837,87.767
119.649,111.4405,98.6008
118.1235,109.8682,97.3954
114.5969,106.5323,94.5534
113.3911,105.3078,93.5619
118.4065,110.2057,97.906
119.2924,110.8893,98.0185
116.6028,108.0736,95.436
119.5446,110.8068,97.8629
114.8268,106.225,93.2862
114.1073,105.7629,93.0159
112.9681,104.6439,91.9414
115.719,107.2477,94.5375
113.5919,105.1651,92.8448
115.6047,107.0905,94.5494
114.7649,106.4359,94.0006
117.4604,109.0247,96.6358
118.8396,110.5255,98.1028
118.4968,110.1008,97.5903
122.4091,113.7846,101.2346
119.4699,111.2547,98.9055
122.4395,113.9601,101.3223
119.9101,111.3137,98.8212
117.1378,108.6566,96.2486
116.8455,108.8226,96.1681
122.3285,113.9075,100.6896
123.9982,116.2449,103.8088
127.6654,118.9323,105.5271
131.0448,121.5699,105.5398
134.4574,125.1997,109.7466
118.927,110.0732,97.1603
119.3999,110.6582,98.0155
115.0633,106.6248,94.6743
115.7992,107.4857,95.5378
129.976,120.7431,107.2365
139.7424,130.087,115.5883
137.6485,128.0007,113.6278
128.4176,119.0517,105.6579
125.6901,116.6413,103.8866
126.0343,116.917,104.2388
131.3038,122.001,108.9243
131.3254,122.006,108.578
126.3241,117.599,105.6561
122.6501,114.3167,102.6626
120.2726,112.0545,100.5766
121.6088,113.3026,101.1996
113.2257,104.9266,93.2797
99.4111,91.6306,80.4699
97.8461,90.3687,78.9127
116.1049,107.448,94.7638
126.5182,118.1863,105.2267
126.436,118.4325,106.4175
121.9008,113.7759,100.7132
126.5496,118.234,105.163
131.0081,122.5663,109.1876
126.2962,118.0491,105.184
122.3674,113.983,100.1725
122.3572,113.8715,99.611
124.7742,116.1506,101.7538
127.5594,118.7656,104.2095
127.8073,119.1233,104.3276
123.4978,115.0952,100.5714
120.9526,112.3406,98.2098
121.5435,112.6709,98.3044
123.5196,114.2722,98.551
121.2878,112.1663,97.8679
118.7523,109.4884,95.344
119.1858,110.834,97.8825
120.4863,112.2171,98.6794
123.7866,115.2724,101.4972
116.9321,108.5066,95.1829
115.5039,107.3094,95.0261
118.1373,110.0608,97.7116
116.9658,108.9866,96.8968
117.867,110.0704,98.1753
117.1003,109.4536,97.5709
113.3324,105.9988,94.7462
114.3253,106.911,95.6173
115.3384,107.8115,96.3255
113.3544,105.9009,94.6768
113.4849,105.8335,94.7184
113.696,106.12,95.0998
113.7266,106.2504,95.1922
113.3088,105.7467,94.4887
114.0025,106.6352,95.1189
112.5568,104.9756,93.7577
113.4019,105.115,92.5375
114.8455,106.3653,93.6947
113.4831,105.1487,92.5603
114.717,106.2576,93.4016
113.9648,105.4937,92.4441
145.7169,128.6189,109.0804
142.8465,127.585,109.6605
141.344,127.6215,111.0658
140.4271,127.4333,110.962
112.1762,104.9786,91.6748
139.5458,126.5566,110.3801
140.9394,128.1003,111.6985
141.0547,128.3254,111.9616
138.3721,125.5773,109.6555
138.1112,125.4177,109.5213
140.3674,127.6068,111.1595
139.7683,127.3153,111.1891
139.1769,126.6065,110.4659
138.8243,126.2402,110.124
138.6706,126.1149,110.3069
138.5749,125.9646,110.0898
140.8395,126.8991,109.7973
138.1995,124.0658,107.3176
137.0207,122.7113,106.4296
135.3538,121.3546,105.3565
135.3483,121.4764,105.345
134.5729,120.8741,104.7259
133.8397,120.1565,104.2755
133.8307,120.366,104.4736
135.6013,121.8821,105.7165
134.5529,120.7583,104.7839
134.3394,120.5454,104.727
134.749,121.1319,104.8732
135.5443,121.7998,105.6874
135.8025,122.1071,106.0572
135.48,121.9152,105.8695
135.7693,121.986,105.8213
135.8722,122.1354,106.1411
135.999,122.469,106.3133
136.0659,122.3633,106.4494
136.0981,122.4813,106.5317
136.5748,122.885,106.8865
136.7108,123.1225,107.1283
136.7788,123.1928,107.0006
136.3783,122.8784,106.6609
136.2655,122.6812,106.7274
136.4718,122.8057,106.8192
136.3258,122.6755,106.6422
136.544,122.8594,106.9476
136.515,122.8651,107.0294
136.3042,122.7225,106.7765
135.7615,122.1415,106.149
135.7728,122.2191,106.2217
137.2761,120.5754,101.5146
136.1905,119.3316,100.6223
135.269,118.3344,99.616
134.0224,117.0279,98.4719
133.9694,116.9775,98.1752
132.366,115.4516,96.5238
132.8689,115.8295,96.9103
134.4992,117.3514,98.3548
135.8832,118.7088,99.3993
137.3755,120.1254,100.6375
135.2188,117.8327,98.7947
133.681,116.5298,97.4471
132.9792,115.7219,96.7294
133.2464,115.8634,96.5931
131.938,115.8775,97.8401
132.1492,116.7394,98.7805
131.4363,116.6296,98.839
131.9329,117.1944,99.403
133.6873,118.7828,100.7954
133.3598,119.3544,101.905
132.8482,118.6227,101.2733
132.1964,118.0441,100.578
133.0472,118.9053,101.3265
133.4865,119.0962,101.5631
133.726,119.261,101.5588
133.7403,119.2754,101.4596
133.9709,119.5165,101.5432
133.8865,119.2746,101.1788
132.9354,119.6135,102.5642
133.0974,119.7101,102.7851
133.1542,119.7738,102.6533
132.3886,118.9113,101.8316
131.3654,118.0657,101.1614
130.8548,117.4356,100.703
130.9701,117.5409,100.8404
131.4015,118.2122,101.3246
131.4161,118.0397,101.2751
131.021,117.8744,101.1645
131.4574,118.0974,101.4692
131.3767,118.0753,101.5287
130.5266,117.4097,100.6278
130.84,117.5241,100.9826
132.2147,118.9792,102.4053
132.6511,119.3231,103.0445
132.0274,118.8652,102.6056
132.1441,119.0094,102.6735
133.0277,119.6926,103.4028
134.4675,121.4398,104.8129
135.0861,122.2186,105.8055
135.4525,122.5727,105.8586
135.8467,121.4466,103.6424
135.3421,121.1669,103.4381
134.9261,120.9103,103.3799
134.6652,120.8843,103.3348
134.7034,120.6977,103.0235
136.158,121.9658,103.8361
137.1749,122.5192,104.3804
136.8325,122.1612,103.5723
137.9597,123.2786,104.7329
139.0597,124.1836,105.1756
140.7933,127.038,108.598
142.0499,128.6598,111.2691
143.8427,130.4077,112.8828
145.251,131.9673,114.3935
146.5705,133.2851,116.2016
147.9127,134.9007,117.8071
148.488,135.7889,119.0456
148.3137,135.8937,119.1876
148.1465,135.5435,118.5942
147.3928,134.949,118.26
146.4616,134.0478,117.2853
144.9089,132.1738,115.3963
142.7533,129.6839,112.7818
141.0655,127.6072,110.2519
139.1758,125.5176,108.3088
136.6082,123.1188,106.2736
135.0833,121.804,105.2508
134.0902,121.2681,105.0605
134.0028,120.2324,103.8682
133.2046,119.7058,103.2984
133.3713,118.9578,102.4493
133.514,118.763,101.4579
133.5537,118.771,101.6241
133.7574,119.0786,101.9644
134.2221,118.4633,100.8528
134.48,118.9119,101.2334
134.2786,118.7913,101.2239
135.4636,119.9948,102.4499
136.1283,120.3105,101.784
136.1921,120.2046,101.6368
136.4888,120.4901,101.9079
136.9454,120.9981,102.4727
137.1868,121.378,102.7527
136.972,121.1552,102.9668
136.7812,121.1041,102.846
136.9381,121.1198,102.8156
137.4449,121.3996,103.093
138.1191,122.2825,103.7223
137.6845,122.0028,103.593
136.9396,121.2243,102.9804
136.5255,120.7271,102.5591
136.8721,120.9415,102.5049
137.1242,120.9824,102.2722
136.7776,120.428,101.6135
136.7354,120.6213,101.7024
136.0924,120.0497,101.1209
135.0628,118.8296,99.614
135.3891,119.0939,99.6157
135.6653,119.1728,99.4242
135.6915,119.0556,99.4414
136.0772,119.5957,99.5897
135.7574,119.9451,100.8207
134.3384,118.5159,99.4403
133.3878,117.6156,98.392
133.2478,117.3861,98.1826
134.8842,118.8173,99.8421
135.4479,119.3907,100.4149
134.0942,118.8463,100.5153
133.8942,118.4388,100.2277
133.8471,118.4879,100.1097
134.092,118.8528,100.5508
133.9247,118.7707,100.4206
133.3846,118.7717,101.3878
133.9685,119.4727,101.705
133.9634,119.4992,101.8139
135.4038,120.9633,103.2057
134.5651,119.8712,102.4647
133.4802,118.8199,101.4309
134.6558,120.0245,102.1339
134.4364,119.7687,101.7884
134.3471,119.5743,101.4675
134.0728,119.4076,101.5651
133.6261,119.049,101.3886
132.9827,118.4914,100.9767
133.1981,118.5961,101.1862
133.0375,118.5707,101.339
134.1101,119.9416,102.5465
134.5957,120.3884,103.2523
136.3941,122.2865,104.9958
135.7945,121.8146,104.7616
136.2824,122.4018,104.8928
138.2273,122.8268,103.4573
138.4772,122.9166,103.7008
138.7801,123.1078,103.8478
139.38,123.9152,104.5597
139.4428,123.9289,104.5759
139.7223,123.4495,103.966
139.3825,122.9953,103.4569
140.0607,123.8197,104.5078
139.8054,123.6201,104.1942
141.3972,125.1779,105.3471
140.7932,124.6241,104.8245
139.5739,123.5158,103.8571
140.6394,124.4662,104.699
139.1625,122.9647,103.2182
140.4505,124.0302,104.6206
140.9653,124.6389,105.0942
140.7002,124.301,104.5596
141.6861,125.3073,105.6878
143.5805,126.8365,107.4571
143.4693,126.6086,107.1471
142.1268,125.4867,105.9618
141.2621,124.4564,104.577
140.9424,124.0312,103.8313
140.4829,123.2338,102.8709
140.0196,123.7293,103.7062
140.5242,124.226,104.0288
141.3549,124.7797,104.7296
142.3586,125.8317,105.7241
143.1126,126.7691,106.7509
143.1414,127.18,107.3878
142.685,126.8211,107.051
142.8893,126.9389,107.2373
142.9058,126.8945,107.0194
142.8926,126.7302,106.9553
141.9484,125.7963,106.0044
141.9309,125.8694,106.254
142.2131,126.7584,107.9408
141.7945,125.9545,107.1033
142.0104,125.1318,105.4341
140.6269,123.5536,103.9326
139.359,121.866,101.6996
138.8913,121.3556,100.3121
138.9908,121.4191,100.8675
139.0924,121.2694,100.3487
139.0143,121.2902,100.5136
140.5124,122.4441,101.024
140.4679,122.4448,100.956
139.6824,121.7067,100.1695
139.742,121.7179,100.29
140.1086,122.015,100.7343
140.1588,122.0535,100.7149
140.2257,122.0462,100.623
139.8295,121.699,100.334
139.7714,121.4298,99.6557
139.5341,121.022,99.4097
139.3144,120.9256,98.9649
139.4351,120.8598,99.1049
139.4326,121.1067,99.204
139.6661,121.4854,99.8177
139.0413,121.0104,99.3369
139.0136,120.7773,99.4127
139.7797,121.3153,99.299
138.0979,119.2616,97.0477
137.8586,119.0198,96.8649
118.7228,110.6663,97.6173
117.5571,109.4983,96.5304
120.693,112.3213,99.1891
120.5571,112.152,98.6572
120.4688,111.9949,98.1219
120.5628,112.2863,99.6552
119.4952,111.4036,98.5746
119.8,111.6878,99.0834
118.2709,110.3325,97.9361
117.7858,109.8878,97.389
118.6789,110.5696,97.9518
116.3949,108.4305,96.0111
116.2815,108.5318,96.3711
119.8643,112.0673,99.8208
124.5251,116.1091,103.7652
130.1699,121.7365,109.1332
133.0856,124.3038,112.3482
132.5211,122.9973,110.8849
128.0737,117.804,103.8922
131.9153,121.4287,107.3654
131.8556,121.2078,106.6023
132.2446,121.8439,107.1011
129.7059,119.3841,105.3833
128.8918,118.69,103.9039
126.0504,115.9403,101.2268
127.2446,117.0496,102.7329
127.3615,117.5198,103.3511
126.2784,116.4552,102.5067
126.597,116.8734,102.8034
126.5911,116.7204,102.7373
126.6362,116.6953,102.6044
126.4145,116.6516,102.4566
122.9933,113.3411,99.12
119.813,110.3805,96.396
121.2843,111.7035,97.4175
127.7989,117.93,103.8019
129.1916,119.4094,105.1623
127.7143,118.0166,103.9769
123.8159,114.2822,100.5996
123.0869,113.9851,100.3847
119.5398,110.5361,97.484
118.8813,109.7531,96.35
124.3251,115.0767,101.5381
124.5294,115.266,101.8863
124.8723,115.6751,102.524
131.1883,121.8339,108.3608
142.0834,131.7562,116.0095
136.3628,125.9565,109.7904
128.7475,119.3079,104.7741
125.8576,116.3452,102.3685
125.5488,116.1073,101.7993
126.7553,117.2445,102.9836
127.5144,117.9215,103.4669
126.852,117.1817,102.7687
125.7955,116.2946,101.9127
125.4333,115.9172,101.3822
128.5413,118.9433,104.4655
126.3197,116.9167,102.3378
122.5209,112.861,98.2827
122.5773,113.0107,98.8298
121.9811,112.5722,98.6322
121.6998,112.1992,98.3861
122.6963,113.2706,99.2773
124.0601,116.6462,105.7951
122.8288,115.2681,105.3997
112.3946,105.345,96.9044
108.183,101.6338,91.889
121.6912,113.89,102.67
122.317,114.7207,102.1295
124.0166,116.3317,102.561
122.3303,114.7744,102.4842
124.2357,116.6922,103.9131
118.4865,111.111,99.3081
116.4642,109.1413,97.7942
118.9592,111.7322,99.7206
115.8783,108.6025,96.8353
115.3844,108.1514,96.4028
117.6493,110.4317,98.5085
115.8434,108.6242,97.1866
116.3371,108.9766,97.6341
114.6809,107.5195,96.0739
112.3939,105.4521,93.921
114.6011,107.4956,95.8883
116.6501,109.2541,97.6061
117.4768,110.3411,98.4222
115.1186,108.1897,96.1651
115.8077,108.9429,97.0271
115.7723,108.7935,96.9144
113.9648,106.949,95.2007
111.894,105.1611,93.5304
115.6311,108.6018,96.6669
120.541,113.2955,101.2878
128.7985,121.1756,108.6936
128.2007,120.9801,108.2856
125.4171,118.3626,105.7583
122.8983,116.0924,103.922
119.8338,112.9571,101.2388
120.7071,113.8372,102.0804
120.8898,114.0523,101.9601
121.3824,114.4523,102.2192
121.8209,114.9589,102.5827
118.3977,111.7177,99.7369
122.5617,115.5421,103.3178
120.9736,114.264,102.3558
120.9027,114.3226,101.9384
117.9975,111.8447,99.1039
119.7185,113.3111,100.1658
123.5443,116.7428,104.3306
125.5008,118.7546,106.3317
125.1119,118.1982,106.5632
122.5277,115.8365,104.3682
124.3549,117.3414,105.9052
124.5406,117.2,105.4409
120.0036,112.6687,101.0166
114.6684,107.777,96.1869
115.7681,108.9338,97.2803
115.7303,108.8501,97.596
114.0991,107.4808,96.4395
116.8371,109.8037,99.06
126.631,119.0716,106.8023
129.1392,121.5888,108.3405
130.4988,122.9788,109.429
133.1712,125.2806,112.8157
131.7411,123.7772,112.9496
130.7828,123.3274,111.9551
128.3661,121.0931,109.6812
122.12,114.7815,104.2476
120.8277,113.4441,102.0558
126.9385,119.3861,107.0923
125.8018,118.2124,105.6058
123.8853,116.3537,103.6721
120.1701,112.8288,100.4566
116.51,109.3984,97.2338
115.9167,108.7391,96.9785
116.9667,109.8563,98.1194
118.1559,110.9865,98.8485
118.5674,111.1602,98.9072
123.2275,115.816,102.9121
124.9225,117.4905,104.2297
125.6789,118.0765,104.6021
125.9875,118.3571,104.97
124.5338,117.1183,104.4714
119.8629,112.4908,100.2295
118.4344,111.2983,99.2795
115.0488,108.055,96.3178
114.7461,107.6737,95.7589
120.0746,112.6645,100.4572
123.1005,115.7195,103.3723
121.5728,114.2201,101.8781
116.7663,109.5474,98.1213
114.4909,107.4934,95.7693
114.4739,107.6619,95.9192
116.0307,108.8275,97.7827
109.8203,102.9464,92.6448
106.5928,99.5152,88.3173
114.5093,106.9363,95.4419
116.7001,109.1858,97.6203
114.5997,107.1505,95.9462
112.8628,105.3879,94.2857
114.9299,107.5234,96.2157
112.1343,104.9512,93.6844
111.9394,104.7317,93.3566
110.6498,103.6373,92.4532
109.6972,102.6894,91.3366
115.1474,108.1052,96.9673
113.2239,106.3793,95.6329
107.535,100.6474,90.3019
110.7624,103.6463,91.7972
109.9028,102.6988,90.8191
104.8749,98.1917,86.6085
101.7924,94.9584,83.674
102.9264,96.4302,84.4547
106.4277,99.564,87.5282
109.3133,102.3944,90.1006
110.6841,103.6434,91.0052
113.5332,106.731,93.1859
108.3272,101.5436,88.0988
106.4913,99.899,87.0557
102.9093,96.3807,84.2191
102.6558,96.1934,83.8419
110.181,103.4558,90.3212
112.2944,105.2534,92.2811
108.9722,102.1473,89.339
108.4754,101.5471,88.9783
116.3291,109.0779,95.5234
117.1688,109.9953,96.5841
107.7217,101.0811,88.033
102.4987,95.9619,83.8514
105.5634,98.8356,86.5901
101.7891,95.0424,83.1614
104.6259,97.8817,85.6443
102.7293,96.263,84.5606
101.9472,95.5629,84.1533
104.3625,98.1102,86.3709
94.4171,88.523,77.8134
97.8058,91.7349,80.8846
94.9579,88.9782,78.4687
95.7737,89.7204,78.9686
91.2403,85.6158,75.0218
89.4404,83.9383,73.5924
89.1124,83.7084,73.5032
90.274,84.8209,74.5661
95.5684,89.9571,78.9318
103.4389,97.0714,85.4662
108.6264,101.9565,89.9005
119.6707,112.2915,98.2562
134.5511,126.6094,109.915
138.8853,131.1475,116.6553
138.3151,130.2679,115.8366
131.5615,124.4171,113.1059
127.6401,120.3398,109.8278
128.8611,121.4136,110.6624
136.7489,128.8535,116.7212
119.7705,112.5167,100.8975
114.8455,107.746,96.4025
117.1265,109.4696,97.7834
118.233,110.707,99.4389
118.0528,110.3516,99.143
114.2864,107.0478,95.6667
108.0684,100.9189,89.8683
105.7005,98.559,87.6877
104.3037,97.3721,86.6014
108.4914,101.3203,90.205
110.8563,103.604,92.3311
110.8372,103.5466,91.5096
110.8942,103.4844,91.1339
105.2231,97.9794,86.6574
114.5351,107.2357,95.2353
118.5165,111.2974,99.7788
113.9685,107.077,96.2219
107.2425,100.348,90.0295
106.7697,100.1101,89.7078
105.6238,98.9984,88.598
103.4476,96.9683,86.2039
102.8004,96.1737,85.7361
104.0482,97.18,86.5076
101.8966,95.2429,84.4684
103.1508,96.4862,85.5143
106.4348,100.0504,88.6923
107.7067,100.976,90.1481
106.4708,99.8051,89.0141
104.7182,98.1214,87.4377
102.333,96.0604,85.071
104.5056,98.0167,87.1376
108.2245,101.798,90.7169
110.1133,103.419,92.8233
107.1876,100.6821,90.1619
105.0838,98.4251,87.7258
103.7142,96.8702,86.0773
104.5584,97.7325,86.893
103.4894,96.5164,85.6348
102.7996,96.1117,85.148
103.6314,96.9771,85.7794
104.2533,97.357,86.1258
103.4962,96.8201,85.3961
104.4592,97.6237,86.4013
105.9241,99.2426,87.9
106.668,99.8604,88.2206
108.8737,101.9721,89.9502
110.4135,102.7406,90.2742
110.0372,102.3916,90.094
113.2577,105.3439,92.9776
117.3733,109.435,97.4099
117.6987,109.388,97.3718
112.0426,103.8881,91.8875
108.6025,100.4251,88.2437
119.1861,110.854,98.2842
130.8757,121.9853,109.347
133.4996,124.9053,111.8792
130.7945,122.5731,109.2758
122.6721,115.3853,103.0555
118.3725,111.2745,99.1361
115.4988,108.3447,96.9161
111.0381,104.0277,92.7018
110.3359,103.4631,91.9606
104.4831,97.7075,86.5196
103.057,96.2647,85.424
103.8018,96.8991,86.0123
105.8729,98.8071,87.9503
128.0014,118.7469,103.6456
131.9198,121.354,104.0359
136.5133,125.2517,107.2187
130.0473,120.1808,103.5444
126.5003,116.9503,101.0532
128.7172,119.7124,104.7601
127.7945,119.2795,105.2736
125.2564,117.0674,103.1848
120.3383,112.4996,99.2962
118.4568,110.7757,98.0342
122.0222,113.5049,99.2209
126.6356,117.5995,102.38
125.91,116.7284,101.3636
125.8244,116.8265,101.9093
127.8118,118.3193,102.8687
127.3327,117.7635,102.4187
127.5348,118.0448,102.1897
124.3393,114.8001,99.0034
124.8949,115.3452,99.6531
123.6868,114.2433,98.7621
120.5119,111.0719,96.2811
120.2825,110.9174,96.0216
119.965,110.6138,95.7441
120.7137,111.4345,96.2633
121.0388,111.4411,96.2918
123.7529,113.869,98.4083
125.8641,116.101,100.5277
121.8458,112.534,97.2938
122.5361,113.2085,98.5659
124.7692,115.6914,100.9345
124.1239,114.9931,100.304
124.3094,115.1691,100.1287
128.6331,118.9169,103.5358
130.2256,120.826,106.8805
130.6881,121.1039,106.5861
125.0976,116.4343,102.9499
121.4741,112.9759,99.6288
117.6166,109.5151,96.6243
121.13,112.6062,99.1763
121.9017,112.8395,98.8192
121.9247,112.6232,98.3442
124.6683,115.1081,99.9102
124.4924,114.7821,100.0934
127.3734,116.9474,100.3661
129.9392,119.3851,102.4782
127.706,117.2503,99.8896
128.3538,117.5124,100.3467
129.2907,118.5158,101.3066
127.9127,117.389,100.5157
125.6339,115.5704,98.7848
123.6153,113.4895,96.8001
126.5093,116.6692,99.5581
126.3517,116.4132,98.8561
125.0683,115.012,97.8445
131.147,120.5624,103.1024
128.9873,118.9879,101.8071
126.1139,116.3467,99.2847
124.564,114.8492,98.0016
124.7814,114.9867,98.2692
122.4334,112.6607,96.1918
119.6436,110.418,94.2198
120.3776,111.125,94.6463
119.975,110.6465,94.3513
120.0372,110.8273,94.4947
121.0715,112.2981,96.6769
120.9699,112.0569,96.8865
119.5686,110.8993,95.7586
120.7998,112.1083,96.9207
118.4992,109.9066,95.1559
119.0878,110.5911,95.6087
124.9768,115.8632,100.4873
124.5471,115.4692,100.1103
124.1976,115.1524,99.6638
123.6166,114.7869,99.3942
121.3592,112.5249,97.6093
120.1616,111.4973,96.8224
120.683,112.0267,97.2028
120.8785,111.9645,97.0168
121.1948,112.0057,97.2652
124.1486,115.1077,99.7886
123.6697,114.6125,99.5178
121.6501,112.556,97.7481
121.6347,112.7951,97.9578
124.4509,115.3866,99.9956
122.4012,113.365,97.6524
119.5889,110.8179,94.7823
124.6728,115.5558,99.4334
